Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
13,DynPy,1.39152687,0.011962924,0.005318186,0.099093772,0.011615228,0.01326161,0.015897375,0.092714886,2.37E-07,0.052596616,0.103579164,0.142223738,0.356999599,0.338282926,0.031915777,0.114113878,0.033588841,0.479489154,1.310946228,0.276381745,0.481453898,0.153157672,0.8833317,0.355570422,22.77575308,0.011613977,0.013260304,0.015895585,0.092706965,0.103268387,0.060796936,0.04139301,0.017808252,9.90E-06,1.513277601,0.016377787,109.9885013
14,DynPy,0.942650078,0.011956424,0.005312232,0.098203032,0.011568316,0.013302238,0.015789107,0.130127068,2.36E-07,0.053605806,0.134348463,0.111487159,0.325436335,0.304157706,0.027397344,0.088228045,0.028385038,0.411631459,1.01481853,0.23466033,0.374863864,0.12313381,0.683514044,0.288838688,26.23369421,0.011534849,0.013267059,0.01574136,0.129828323,0.124275886,0.003007399,0.039684127,0.021580031,1.04E-05,1.597881994,0.014401084,109.6306322
15,DynPy,1.375768568,0.011964412,0.005320367,0.099025399,0.011749535,0.013203828,0.01576432,0.102706659,2.37E-07,0.052198276,0.109444751,0.148503671,0.351517628,0.335634569,0.024651936,0.117567516,0.032897098,0.375102228,1.350046817,0.270725084,0.486555557,0.146737147,0.867165648,0.341490776,26.80116763,0.01174812,0.013202375,0.015762335,0.102696848,0.109077739,0.059462514,0.040400688,0.018467224,9.93E-06,1.506407751,0.016431387,109.7545941
16,DynPy,1.055732217,0.011953981,0.005320186,0.098326954,0.011660421,0.013288245,0.015799896,0.266637629,2.36E-07,0.055836116,0.163847405,0.143232648,0.349135084,0.330925976,0.030809327,0.112568036,0.027342375,0.459581978,1.292689048,0.225622975,0.472674357,0.150451433,0.810485669,0.335893451,26.71003294,0.011633796,0.01326051,0.015762183,0.266154534,0.154001703,0.004863124,0.039527747,0.019456734,1.01E-05,1.636523026,0.014149843,109.4023793
17,DynPy,1.050731159,0.011953908,0.005320681,0.098674383,0.011705633,0.013256518,0.015977651,0.27026502,2.37E-07,0.055744057,0.164682169,0.144733235,0.336342444,0.31503551,0.028330695,0.115283371,0.027643472,0.424375755,1.323741362,0.227522593,0.480756366,0.147942437,0.814531707,0.333674594,27.23593198,0.011679009,0.013228957,0.015939662,0.269777263,0.154822676,0.004932702,0.03763587,0.018116681,1.02E-05,1.632513299,0.014191295,110.3258152
18,DynPy,1.039663511,0.011954324,0.005316508,0.099064032,0.011640847,0.013293737,0.015980516,0.23638207,2.36E-07,0.055872726,0.159535785,0.137592995,0.323622649,0.301830366,0.030401396,0.108355104,0.03200912,0.457035516,1.245184076,0.263275143,0.456208915,0.144882064,0.809433229,0.33869894,22.33322146,0.011613427,0.013265114,0.015941166,0.235940255,0.149664374,0.00453297,0.041121739,0.020549145,1.02E-05,1.6368942,0.014105956,109.4004698
19,DynPy,0.982514337,0.011955601,0.005313674,0.09879834,0.011555162,0.013304727,0.015676922,0.151803774,2.36E-07,0.054660537,0.139728173,0.12048298,0.352188669,0.332242334,0.030421019,0.09606692,0.031114933,0.456605163,1.10463103,0.256352797,0.408967747,0.13581842,0.74764382,0.316822968,27.2265914,0.011523296,0.013271187,0.015631731,0.151471568,0.129708208,0.003405422,0.0356098,0.020333985,1.02E-05,1.613948895,0.014276656,110.4662569
20,DynPy,1.03877953,0.011954228,0.005317251,0.097856433,0.011619055,0.013273779,0.015732887,0.235097851,2.36E-07,0.055175664,0.161244569,0.139112858,0.342276741,0.322699952,0.031522778,0.110729345,0.027447647,0.469800239,1.272289039,0.227405663,0.46712591,0.150349874,0.804745844,0.334970719,25.05546598,0.011591293,0.013244788,0.015693592,0.234652128,0.151132924,0.00452017,0.039942699,0.019456798,1.01E-05,1.615580939,0.014510755,109.6159992
21,DynPy,1.388487251,0.011963259,0.005315221,0.098589134,0.011661345,0.013232875,0.01578764,0.097526543,2.36E-07,0.052361919,0.108155061,0.145886775,0.332602438,0.312202544,0.02949716,0.116624307,0.032547372,0.444143601,1.340512037,0.268757656,0.48860991,0.152754307,0.880728995,0.351891643,25.3616411,0.011660027,0.013231508,0.015785774,0.097517797,0.107814507,0.06064049,0.042729614,0.018344649,9.88E-06,1.506872908,0.016477331,109.9537461
22,DynPy,0.949572641,0.011955794,0.005315064,0.09816501,0.011543275,0.013260132,0.01558004,0.155665067,2.35E-07,0.054438893,0.142399975,0.118166223,0.300683206,0.282163179,0.028620278,0.092818504,0.025617553,0.427066059,1.06702598,0.21137706,0.394979908,0.130429103,0.698756265,0.294064011,25.01200066,0.011512767,0.013228096,0.015536997,0.1553386,0.132585267,0.003481135,0.039071793,0.018467168,1.03E-05,1.62199434,0.014029941,109.6790171
23,DynPy,1.382512679,0.011963182,0.005316752,0.099032844,0.01168008,0.013254274,0.015887929,0.095089599,2.36E-07,0.052390675,0.104439929,0.147541066,0.350477803,0.330059176,0.029753488,0.11742109,0.031739334,0.447166087,1.349278775,0.261017809,0.49120667,0.152956066,0.88212203,0.351863077,23.68886166,0.011678735,0.013252879,0.015886017,0.095080915,0.10410501,0.06067241,0.036418953,0.017403056,9.88E-06,1.50750586,0.016462369,110.1747816
24,DynPy,0.945790119,0.01195619,0.005305047,0.098495335,0.01149208,0.013248505,0.015745101,0.136046514,2.36E-07,0.054210639,0.135595504,0.113902645,0.317533041,0.29747195,0.028811819,0.089679821,0.031448186,0.433826754,1.032880754,0.25982363,0.383997261,0.127078577,0.711755507,0.302148226,23.37839804,0.011459439,0.013214107,0.015698354,0.135739871,0.125601435,0.003128154,0.034950164,0.017723949,1.03E-05,1.609660637,0.014284599,109.8183732
25,DynPy,1.010106154,0.011954836,0.005319573,0.098629408,0.01155939,0.013259583,0.015782621,0.195230927,2.37E-07,0.055362025,0.152074974,0.130160847,0.320008842,0.299851222,0.031049065,0.103286126,0.030920263,0.465586713,1.186290955,0.255113233,0.438781573,0.142666363,0.783835429,0.328606308,25.23303395,0.011530525,0.013229317,0.015741424,0.194844088,0.142135399,0.00405206,0.038468311,0.019118026,1.02E-05,1.627002199,0.014142243,110.40833
26,DynPy,1.014431051,0.011954389,0.005320045,0.098662076,0.011681616,0.013242176,0.015811366,0.21287203,2.35E-07,0.054871771,0.154458209,0.13664763,0.343884575,0.326134069,0.027044151,0.10839602,0.027214296,0.405686706,1.244844335,0.223892423,0.453026905,0.140958605,0.773826977,0.319831492,25.92680139,0.011652572,0.01321208,0.015770272,0.212452056,0.144403658,0.004271889,0.037426671,0.021799216,1.02E-05,1.61479229,0.01435126,109.602747
27,DynPy,1.081965388,0.011953806,0.005321452,0.098721548,0.011648939,0.013273505,0.016011188,0.267772602,2.36E-07,0.056100911,0.16423507,0.146650026,0.358885449,0.336603616,0.031871913,0.117448225,0.032758242,0.478563407,1.348405398,0.270263851,0.493628838,0.155098844,0.862713015,0.36045699,23.33676364,0.011621992,0.013245438,0.01597247,0.267281097,0.154244464,0.004916832,0.039310613,0.022341188,1.00E-05,1.628767072,0.014391873,110.3294508
28,DynPy,1.056143171,0.011953829,0.005314694,0.098901029,0.011702633,0.013275672,0.015934784,0.271408387,2.36E-07,0.056033298,0.163141343,0.146401364,0.332265179,0.310820474,0.02892817,0.114687559,0.030278101,0.434679989,1.318353674,0.24912774,0.478793832,0.14876145,0.826256974,0.341428416,25.15045407,0.011675998,0.013248054,0.015896872,0.270918249,0.153368124,0.004986419,0.035966558,0.019498781,1.01E-05,1.638325053,0.014128861,109.6727042
29,DynPy,1.048172819,0.011953827,0.005321846,0.098395609,0.011746829,0.013234346,0.015851175,0.269207463,2.36E-07,0.055664049,0.162742632,0.145805264,0.349095735,0.326842546,0.025325794,0.114646883,0.031520558,0.384158583,1.316140809,0.260593043,0.47513196,0.144218429,0.815544911,0.335950256,25.06675287,0.011719493,0.013206194,0.015812615,0.268710361,0.152786983,0.004860292,0.035047892,0.018726601,1.01E-05,1.629146503,0.014251586,110.6194987
30,DynPy,0.956434941,0.011956105,0.005305493,0.098572729,0.011534599,0.013291964,0.015568556,0.147532454,2.36E-07,0.054351616,0.142300299,0.114739558,0.296964124,0.278911209,0.028746925,0.089910389,0.030473445,0.432215299,1.035435071,0.251485188,0.383534031,0.128374144,0.707992306,0.299768994,23.38582694,0.011503759,0.013259478,0.015525045,0.147219443,0.132386074,0.003342365,0.043292964,0.01972646,1.04E-05,1.615640623,0.014154986,109.4085941
31,DynPy,0.95131927,0.01195579,0.005306472,0.09886888,0.011587628,0.013271236,0.015801692,0.150719843,2.35E-07,0.054549383,0.139134151,0.118249716,0.314052047,0.294544736,0.027163511,0.092753813,0.029129933,0.408691009,1.067977469,0.239556348,0.39265735,0.126905926,0.70867832,0.298701109,24.68094857,0.01155618,0.013238312,0.015756864,0.150395249,0.129304416,0.003394823,0.03570165,0.018622701,1.03E-05,1.622588846,0.014051397,110.2544868
32,DynPy,1.363690426,0.011963647,0.005315927,0.098397706,0.011742977,0.013208305,0.015808306,0.111287647,2.36E-07,0.051982369,0.112797966,0.149447006,0.320194247,0.304310695,0.025060514,0.116826701,0.030136137,0.379072168,1.342641434,0.248887727,0.483926359,0.146081669,0.851193262,0.335302273,26.18525808,0.011741499,0.013206786,0.015806227,0.11127654,0.11240279,0.058271816,0.043843792,0.020585403,9.94E-06,1.503194654,0.016340213,107.9413481
33,DynPy,1.004748776,0.011955003,0.005316233,0.098620905,0.011607149,0.013297853,0.015904339,0.1832761,2.35E-07,0.054950595,0.150257008,0.127927,0.342340609,0.322063044,0.029831081,0.101404374,0.031859904,0.448816343,1.165423285,0.262957594,0.428747661,0.138231381,0.77346802,0.326445143,24.88634924,0.011577463,0.013266764,0.015861818,0.182904141,0.140213539,0.003890903,0.038433497,0.019117424,1.02E-05,1.61634943,0.014362406,110.3336523
34,DynPy,0.988572754,0.011954736,0.005310255,0.09794982,0.011646412,0.013220358,0.015649159,0.20261495,2.36E-07,0.05498183,0.152907624,0.131528336,0.314353873,0.291451639,0.026189822,0.102877504,0.028178728,0.394153388,1.183634073,0.233374039,0.431485896,0.135905822,0.747719422,0.31036327,23.61724769,0.011617728,0.013190595,0.015608869,0.202218973,0.143041808,0.004149755,0.037846369,0.018745233,1.03E-05,1.626092097,0.014117383,108.6128075
35,DynPy,0.954963201,0.011955944,0.005311134,0.097856982,0.011521779,0.013317616,0.015669599,0.143345675,2.35E-07,0.053589106,0.141272354,0.116560022,0.301432132,0.283695348,0.031065629,0.092277105,0.026203732,0.462292469,1.061574993,0.216897486,0.394694744,0.132926135,0.709270756,0.300478881,27.06609927,0.011489698,0.013283719,0.015623992,0.143028944,0.131050529,0.003263787,0.039347823,0.019080437,1.03E-05,1.589838108,0.014615289,110.5265183
36,DynPy,1.367402858,0.011962705,0.005316941,0.098277608,0.011648999,0.013246694,0.015810187,0.102250455,2.36E-07,0.05230344,0.108617384,0.145437486,0.357556698,0.337420248,0.030231685,0.114724605,0.029063881,0.452132782,1.318246662,0.240141465,0.481631254,0.151625808,0.85787392,0.341888049,23.39930484,0.011647615,0.013245256,0.015808224,0.102240823,0.108258137,0.058718701,0.041060575,0.017631097,9.94E-06,1.511721337,0.01629588,107.9849765
37,DynPy,1.012850087,0.011954653,0.005311708,0.099021927,0.01161165,0.013255611,0.015809723,0.190241736,2.36E-07,0.054955336,0.149273469,0.13280548,0.356872189,0.333903526,0.029275349,0.105009939,0.031384236,0.440469909,1.20784338,0.258130952,0.443036476,0.14143925,0.786480026,0.32917573,22.97230467,0.011581531,0.013224181,0.015766855,0.189850158,0.139163392,0.003984316,0.035838893,0.022250606,1.02E-05,1.612920843,0.014443653,110.9026086
38,DynPy,1.031187369,0.011954469,0.005319089,0.099286012,0.011623238,0.013292502,0.015790724,0.225151099,2.36E-07,0.055570841,0.159036081,0.13541938,0.339091915,0.320850918,0.0305548,0.106515574,0.031993426,0.459180903,1.223466575,0.262672661,0.449438431,0.144914635,0.800811302,0.335880537,23.50057783,0.011595548,0.013263555,0.0157514,0.224725486,0.149090394,0.004412699,0.039377955,0.017503025,1.02E-05,1.629155514,0.014235127,108.6333022
39,DynPy,1.026530282,0.011954544,0.005312465,0.098851134,0.011612928,0.013251413,0.015902134,0.21357625,2.36E-07,0.055367483,0.156508591,0.134309677,0.31769808,0.296139928,0.029264826,0.10590662,0.032847939,0.441309108,1.217977198,0.270718869,0.4466706,0.141615046,0.796909257,0.334935029,23.59908282,0.011584601,0.013221866,0.015861586,0.213162858,0.14650135,0.004277349,0.041597301,0.021517074,1.01E-05,1.623476903,0.014284066,110.4380686
40,DynPy,1.052862668,0.011953773,0.005318427,0.098781652,0.011660468,0.013260248,0.015932013,0.262323707,2.37E-07,0.05543056,0.162493698,0.146743015,0.331288947,0.313571095,0.030367172,0.115138162,0.028747842,0.454288976,1.322616268,0.236579781,0.482965919,0.151220855,0.82782015,0.341164151,24.97521451,0.011632798,0.013231485,0.015892493,0.26182977,0.152369227,0.004799933,0.034907043,0.020108686,1.01E-05,1.617820307,0.014531886,108.8906002
41,DynPy,0.966303574,0.011955931,0.00530923,0.098706468,0.011533419,0.013273954,0.015633714,0.146827714,2.36E-07,0.05450428,0.139683581,0.116679553,0.317876633,0.299769148,0.029274034,0.093022669,0.03013873,0.439597846,1.070526153,0.248390789,0.396616764,0.131567959,0.723575694,0.305647744,28.9977078,0.011501873,0.013240765,0.015589015,0.146509025,0.129743061,0.003324393,0.038273131,0.019318275,1.03E-05,1.616175302,0.014203617,110.4270644
42,DynPy,0.983852783,0.011955482,0.00531815,0.098642867,0.011596956,0.013249919,0.01558955,0.181332934,2.35E-07,0.055304404,0.151030019,0.121750281,0.348950557,0.327426352,0.027189445,0.096432286,0.030298316,0.409857208,1.107907637,0.249806122,0.40743372,0.131957669,0.731805872,0.307719064,22.58084582,0.011568677,0.013220384,0.015549812,0.180982062,0.141375943,0.003878559,0.043746034,0.017136302,1.03E-05,1.641321758,0.013820099,108.2870328
43,DynPy,1.034118232,0.01195407,0.005313468,0.098975264,0.011657618,0.013242291,0.015863534,0.246177338,2.36E-07,0.055400176,0.16161428,0.141645932,0.315835757,0.293049419,0.028635315,0.111204856,0.03069048,0.430815596,1.278624857,0.252409401,0.466224266,0.145728704,0.810695277,0.336369622,22.23392588,0.011630009,0.013213623,0.015824259,0.245714701,0.151562941,0.004641928,0.037732827,0.019054209,1.01E-05,1.621526232,0.014364457,110.5769029
44,DynPy,1.351968467,0.0119633,0.00531799,0.09912636,0.011713666,0.013266304,0.015780481,0.101391405,2.36E-07,0.05212395,0.109038819,0.145006613,0.311189408,0.29426356,0.027766492,0.113482496,0.02994042,0.417665866,1.303725434,0.245770505,0.472889547,0.147171018,0.845149557,0.336154116,28.74450893,0.011712232,0.013264819,0.015778461,0.101381559,0.108667075,0.057485886,0.041491618,0.018468784,9.96E-06,1.509504404,0.016274846,108.4154119
45,DynPy,1.009331737,0.011954354,0.005315939,0.098959421,0.011718631,0.013245112,0.015766781,0.221538243,2.35E-07,0.054995255,0.156187419,0.137118448,0.342621295,0.320136002,0.025249708,0.107283265,0.029168441,0.381378137,1.232991018,0.239669515,0.446326461,0.1377715,0.76941558,0.318328145,25.45293869,0.011690052,0.013215585,0.015726586,0.221109526,0.146202588,0.004367647,0.035582916,0.018396495,1.02E-05,1.620080399,0.014222405,110.5769656
46,DynPy,0.987188273,0.011955193,0.005310641,0.09865944,0.011611994,0.013239202,0.015760055,0.180786145,2.35E-07,0.054876776,0.149608969,0.125395442,0.332304292,0.315242558,0.026753355,0.098318563,0.030909924,0.404177448,1.131123063,0.254887191,0.414413329,0.131869529,0.741298458,0.311466295,24.07325991,0.011582666,0.013208636,0.015718445,0.180423814,0.139725504,0.003860673,0.040755052,0.019466051,1.02E-05,1.623850331,0.014115439,108.6553555
47,DynPy,0.977724887,0.011955432,0.005315501,0.098912701,0.011589462,0.01327827,0.015837904,0.179693617,2.35E-07,0.055079024,0.150528375,0.122377115,0.303633007,0.284408855,0.028192972,0.095753498,0.030320912,0.424168757,1.100650567,0.249432453,0.405404924,0.130993753,0.731565019,0.309315846,22.25569691,0.011560787,0.013248237,0.015796939,0.179340809,0.140773896,0.003843746,0.043136361,0.017813633,1.03E-05,1.633195278,0.013948133,110.2937787
48,DynPy,0.991283923,0.011955069,0.005311044,0.097939374,0.011614368,0.013279001,0.015735236,0.194609563,2.36E-07,0.055096612,0.153768436,0.126979008,0.317979891,0.296669993,0.028876108,0.100580259,0.027346725,0.431837402,1.157054232,0.226405447,0.424562007,0.137025878,0.745002364,0.310742917,24.16528112,0.011586121,0.013249479,0.015695231,0.194233993,0.143963593,0.004055488,0.042401484,0.018047273,1.03E-05,1.630745349,0.014063567,108.3469937
49,DynPy,0.989732714,0.011955247,0.00531861,0.098976211,0.011640645,0.013221516,0.015680547,0.188648617,2.35E-07,0.05537578,0.151217767,0.124649117,0.324751145,0.303532372,0.025213268,0.09888962,0.031235662,0.382422672,1.13603489,0.256967926,0.415030045,0.130756111,0.738986484,0.308766266,26.75465383,0.011612256,0.013192041,0.015640572,0.188283547,0.141550631,0.003970457,0.042830764,0.018738353,1.03E-05,1.641535254,0.013803915,110.9352868
50,DynPy,0.990842392,0.011954872,0.005314643,0.098668315,0.011625805,0.013246459,0.015867756,0.184585768,2.37E-07,0.054525671,0.149901452,0.129704573,0.317891471,0.298330793,0.02800375,0.103001876,0.02702553,0.41927266,1.184107453,0.222362821,0.43362861,0.136998878,0.75284712,0.311032408,26.46375149,0.011595912,0.013215324,0.015825105,0.184209136,0.139831382,0.003924462,0.038200368,0.020990638,1.03E-05,1.609615886,0.014407221,108.6059246
51,DynPy,0.949291929,0.011955958,0.005306868,0.09827794,0.011522558,0.013303182,0.015653161,0.136555803,2.36E-07,0.053408668,0.136478053,0.116448302,0.3280664,0.308965538,0.030386383,0.091719972,0.025876821,0.452403086,1.055997548,0.213424891,0.392078269,0.131548387,0.701988149,0.295447424,27.83153377,0.011489154,0.013267928,0.015605726,0.136241645,0.126226035,0.003134852,0.034608105,0.019288768,1.04E-05,1.585978804,0.014666257,110.8873026
52,DynPy,0.990317623,0.011955244,0.005308585,0.098910639,0.011575965,0.013225019,0.01565727,0.186539004,2.37E-07,0.055575393,0.149860977,0.124707178,0.310707977,0.291199605,0.027335633,0.09743342,0.032455513,0.413628654,1.121373584,0.267375224,0.412416071,0.132838427,0.747294895,0.313142575,21.87100822,0.011547546,0.013195341,0.015617089,0.18617562,0.140220948,0.003946888,0.04320917,0.020561514,1.03E-05,1.645460671,0.013759674,108.6840415
53,DynPy,1.052691278,0.011953945,0.005314723,0.099109638,0.011724245,0.013245205,0.015871467,0.268991499,2.36E-07,0.055747229,0.164860355,0.143982558,0.363102846,0.341999372,0.026710926,0.11430543,0.029996146,0.4029742,1.313972012,0.246323114,0.475289836,0.145670451,0.814247244,0.335037366,25.96606958,0.011697564,0.013217652,0.01583371,0.268505773,0.154985062,0.004904497,0.037974606,0.017591352,1.01E-05,1.632780522,0.014191115,111.1121407
54,DynPy,1.018875813,0.011954401,0.005316597,0.09804146,0.011664653,0.01327261,0.015753206,0.205068821,2.36E-07,0.054635695,0.153938113,0.136500914,0.348789967,0.331615815,0.028896932,0.108612665,0.028003998,0.432581379,1.2481248,0.231720445,0.455477162,0.144388051,0.786796295,0.326439239,28.44361508,0.011635018,0.013241786,0.015711369,0.204655399,0.14371256,0.004178658,0.035295169,0.020427588,1.01E-05,1.60285912,0.014626644,108.8558352
55,DynPy,0.962859286,0.011955764,0.0053171,0.098275991,0.011507986,0.013291342,0.015841212,0.157001994,2.35E-07,0.054482184,0.144405024,0.118525297,0.302829641,0.280694979,0.030936497,0.093127866,0.027784008,0.461701244,1.070169417,0.229430836,0.398611428,0.13240059,0.719946935,0.305391072,25.33640182,0.011477651,0.013259315,0.015797562,0.156673583,0.134476384,0.003500607,0.039551325,0.017371972,1.03E-05,1.616520253,0.014184209,110.8379631
56,DynPy,1.360951938,0.011963288,0.005320544,0.099024296,0.01168692,0.013235492,0.015771499,0.095316195,2.36E-07,0.052137008,0.104346725,0.147870967,0.320916678,0.302623495,0.028543709,0.11641685,0.029335114,0.428298215,1.336798475,0.240936912,0.486207798,0.151070788,0.860049433,0.340926522,22.44546536,0.01168549,0.013234012,0.015769482,0.095306946,0.103991269,0.058650427,0.039336727,0.022784819,9.94E-06,1.50573932,0.016438918,108.3436105
57,DynPy,1.04415335,0.011954223,0.005316792,0.098422991,0.011640506,0.01330346,0.015824721,0.233077554,2.36E-07,0.05527255,0.160861453,0.139209134,0.347639365,0.327193442,0.031145775,0.109371093,0.030653933,0.466689016,1.256783473,0.253267835,0.460669901,0.148024499,0.812809765,0.339503088,25.33714812,0.011612602,0.013274309,0.015785068,0.232634216,0.150742839,0.004508995,0.039375848,0.019417912,1.01E-05,1.616427236,0.014502886,110.544131
58,DynPy,1.390457236,0.011962989,0.005322609,0.098749019,0.011672672,0.013249565,0.015833241,0.099344063,2.36E-07,0.052184763,0.111405151,0.147012522,0.352860547,0.333117949,0.030017709,0.117630205,0.030399953,0.450123904,1.350212812,0.250402608,0.492453723,0.153914204,0.878439166,0.349483905,23.12274175,0.011671325,0.013248167,0.01583133,0.099334967,0.111046992,0.060364795,0.045350619,0.019105928,9.88E-06,1.501934279,0.016538193,107.9168808
59,DynPy,0.993390923,0.011954829,0.005317394,0.098692805,0.011656939,0.013202784,0.015687369,0.186575844,2.36E-07,0.055114472,0.147561105,0.130279621,0.310925553,0.290158107,0.025091194,0.103394471,0.032105535,0.381255574,1.188029146,0.264908431,0.432797021,0.134804175,0.765153655,0.316993156,26.28397222,0.011626967,0.013171753,0.015645206,0.186195177,0.137648862,0.003942113,0.036219932,0.021720817,1.03E-05,1.625308148,0.014163279,110.5334721
60,DynPy,1.035199706,0.011953928,0.005320423,0.098493793,0.01172378,0.013210377,0.015870051,0.270168315,2.36E-07,0.055844396,0.160861664,0.143984747,0.32607247,0.306622957,0.025008643,0.112061424,0.027342974,0.376645711,1.286811359,0.225300401,0.465312325,0.140929896,0.782962437,0.320542711,22.76911512,0.011696926,0.013182717,0.015832052,0.269677284,0.151166777,0.004873835,0.039388453,0.02283827,1.02E-05,1.64549015,0.013864567,108.7092128
61,DynPy,0.994033935,0.011954786,0.005311064,0.097846234,0.011644533,0.013231984,0.01570429,0.206922847,2.36E-07,0.054932139,0.155007029,0.13079769,0.307374283,0.289926241,0.026412394,0.101696787,0.026688356,0.396182818,1.169878613,0.221004606,0.426806885,0.134608347,0.736157842,0.305006054,27.09783419,0.011616426,0.013202789,0.015664665,0.206526523,0.145193088,0.004208198,0.041926952,0.01981756,1.03E-05,1.628206209,0.014084013,110.1438589
62,DynPy,0.938076279,0.011956209,0.005312623,0.098982941,0.011622012,0.013262584,0.015692781,0.134622914,2.36E-07,0.054043385,0.134230298,0.113698255,0.307674891,0.289306271,0.024489986,0.089455209,0.03246257,0.372920879,1.028842956,0.267271063,0.376904388,0.12095363,0.696663199,0.29307693,21.95150617,0.011588731,0.013227865,0.015645806,0.134316981,0.124261259,0.003097675,0.036939677,0.020901726,1.04E-05,1.608870378,0.014243986,108.9695637
63,DynPy,1.046205529,0.011953947,0.005316879,0.09808333,0.011685141,0.01318953,0.015777067,0.270889381,2.36E-07,0.05554993,0.164096845,0.143828878,0.332555854,0.310955707,0.025790103,0.111972655,0.02845339,0.388524181,1.286642375,0.235425361,0.466813705,0.142783085,0.790059439,0.325286274,27.09461853,0.011658519,0.013162062,0.015739492,0.27039967,0.154256734,0.004893864,0.041278821,0.021452633,1.02E-05,1.63299118,0.014105444,110.6480184
64,DynPy,0.961922756,0.011955926,0.005311966,0.099223073,0.011572494,0.013257886,0.015710759,0.147088791,2.36E-07,0.05434622,0.139350382,0.116716249,0.345426432,0.322455231,0.02706528,0.092225707,0.029981337,0.407962803,1.060815832,0.246011898,0.390986553,0.127008631,0.708803426,0.29838726,26.10188971,0.011540831,0.013224728,0.015665825,0.146769435,0.129430673,0.003324421,0.038873807,0.020263164,1.04E-05,1.615285527,0.014165137,108.7168298
65,DynPy,1.003180914,0.011954869,0.005312209,0.098854598,0.011588265,0.013300311,0.01587674,0.194136493,2.36E-07,0.054793715,0.154508645,0.129714397,0.310993508,0.289637486,0.031352008,0.102827544,0.027772797,0.467480594,1.182646801,0.228222774,0.43589169,0.141656393,0.769076393,0.32249897,27.13662875,0.011559418,0.013270047,0.015835426,0.193753018,0.144439389,0.004050375,0.039994562,0.017911335,1.02E-05,1.613030908,0.014376873,110.9767368
66,DynPy,1.021698668,0.011954605,0.005311394,0.098786879,0.011680945,0.013261144,0.01571271,0.244876147,2.36E-07,0.055879342,0.16282501,0.13332458,0.334738528,0.3144116,0.026560915,0.104213501,0.028991521,0.400027837,1.198733577,0.238577052,0.435913548,0.137289455,0.758765683,0.315155964,23.86783292,0.011654916,0.013234133,0.015676109,0.24444318,0.153263268,0.004634904,0.045950128,0.017277755,1.03E-05,1.653145569,0.013729129,108.6187422
67,DynPy,1.020306735,0.011954355,0.005320787,0.098255404,0.011693972,0.013222771,0.015716126,0.224765396,2.36E-07,0.055150871,0.157147115,0.13711144,0.350421837,0.327779996,0.025791237,0.10845475,0.028173438,0.388518341,1.245341667,0.232751845,0.452242952,0.140011206,0.773998823,0.318091719,28.94957684,0.011665791,0.013193643,0.015676534,0.224335592,0.147212745,0.004418245,0.037916871,0.019612972,1.02E-05,1.624588474,0.014200087,110.6667347
68,DynPy,1.005510421,0.011954989,0.005315394,0.098204638,0.011575747,0.013250784,0.015890657,0.201081924,2.36E-07,0.055282868,0.155252926,0.128028518,0.348772608,0.331529505,0.029587918,0.101233042,0.028175751,0.442675645,1.163620254,0.232874942,0.428945523,0.137566036,0.754686007,0.315937268,24.54505486,0.011547927,0.013221674,0.015850736,0.200698461,0.145463536,0.004136544,0.042693976,0.017706228,1.03E-05,1.633886269,0.014038911,108.4682004
69,DynPy,0.972385956,0.011955295,0.005311264,0.098312657,0.011594844,0.013244176,0.015809308,0.15995271,2.36E-07,0.054003198,0.143435884,0.124202174,0.325945992,0.305150433,0.027600722,0.097910951,0.028131803,0.414294845,1.126324056,0.2322923,0.413707263,0.132201088,0.73187304,0.305372289,29.34291264,0.011563263,0.013211201,0.015764297,0.159606993,0.133268289,0.003553268,0.035211528,0.019818856,1.03E-05,1.59792314,0.014537957,110.587683
70,DynPy,0.953408254,0.011956253,0.005306119,0.098315821,0.011526732,0.013299116,0.015594057,0.144441415,2.36E-07,0.054298187,0.140889786,0.113170673,0.339910363,0.318510536,0.029025331,0.088883534,0.027690408,0.434352397,1.023502431,0.228626331,0.379638147,0.127452716,0.691336027,0.291780259,22.72915972,0.011495846,0.013266541,0.015550378,0.144134285,0.131053623,0.003289593,0.043316547,0.019614356,1.04E-05,1.619097368,0.01406617,108.8441551
71,DynPy,1.054635187,0.011954029,0.005320028,0.098390811,0.011656485,0.013278484,0.015797114,0.259536605,2.37E-07,0.055391876,0.164847945,0.142312512,0.343327067,0.322151469,0.030840378,0.113210407,0.026268533,0.459213965,1.30011355,0.216491885,0.475441243,0.151046164,0.807996501,0.333596458,29.32962324,0.011629493,0.013250377,0.015758876,0.259059734,0.154810476,0.004766718,0.041306348,0.01971381,1.02E-05,1.622010935,0.014348736,110.4972291
