Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,
Julia,1.022839619,0.011955284,0.00531639,0.100334714,0.011422812,0.013243332,0.015626538,0.162554874,2.38E-07,0.054429964,0.14936175,0.124378881,0.347702114,0.335534099,0.034558558,0.100031794,0.038523803,0.52142247,1.149651762,0.31453973,0.432211185,0.146657239,0.818724554,0.349807041,31.23117176,0.011391882,0.01321062,0.015582237,0.162205048,0.138823236,0.003578625,0.035794294,0.014959882,1.01E-05,1.583999515,0.015052395,0.345330384,,,
Julia,0.850058594,0.011962236,0.005307343,0.099150651,0.011386935,0.013183016,0.015037813,0.070408267,2.38E-07,0.051991296,0.104698904,0.073050116,0.321135922,0.300842159,0.019433416,0.060074802,0.040966958,0.306948368,0.691891478,0.338229712,0.259829574,0.090240604,0.572152585,0.249569923,14.41649919,0.011343578,0.013137221,0.014977867,0.070195149,0.094590342,0.001505565,0.044470686,0.02005738,1.07E-05,1.575334267,0.014466366,0.18974008,,,
Julia,1.035585147,0.011954197,0.005326055,0.100462936,0.011815003,0.013188212,0.016269254,0.244294575,2.37E-07,0.056100269,0.159072094,0.139500263,0.320470026,0.29908376,0.020064018,0.113102289,0.037559566,0.313577652,1.297432073,0.306172395,0.463947809,0.132605626,0.816703804,0.333769837,17.81118034,0.011787361,0.013160067,0.016229402,0.243840369,0.149284163,0.004626122,0.042316803,0.02381234,1.02E-05,1.644126205,0.01398513,0.332930931,,,
Julia,0.933240847,0.011955524,0.005329421,0.09965101,0.011665105,0.013204664,0.01522416,0.138321629,2.36E-07,0.05232713,0.135814648,0.121437093,0.258396233,0.232890316,0.022796342,0.093993571,0.025008033,0.343310856,1.077652096,0.203743976,0.39299355,0.125381433,0.67715259,0.278384889,26.6454101,0.011630195,0.013168614,0.015176459,0.137992615,0.125298976,0.003169152,0.038827174,0.029365821,1.04E-05,1.55836789,0.01503661,0.293621196,,,
Julia,0.942035571,0.011955532,0.005304604,0.099991662,0.011687451,0.013299444,0.015478404,0.133533357,2.36E-07,0.054293403,0.126018953,0.121446535,0.30227921,0.277908771,0.024261067,0.093478766,0.035444816,0.372004881,1.076682196,0.289772113,0.391157591,0.126060611,0.729315962,0.307036494,18.64422316,0.011651319,0.013261936,0.015428303,0.133205231,0.115964136,0.003070292,0.025776356,0.025830033,1.03E-05,1.607494983,0.014373574,0.233374254,,,
Julia,1.239176757,0.011952467,0.005320859,0.098173649,0.011859444,0.013145917,0.0162997,0.73111513,2.38E-07,0.057772435,0.180518767,0.17355076,0.406327596,0.379225381,0.021052221,0.13706144,0.028869061,0.320973022,1.573609482,0.238823359,0.558422223,0.154722258,0.878970758,0.352769678,27.45088913,0.01183603,0.013122243,0.016266006,0.729968099,0.171057613,0.006780811,0.038207446,0.022229146,1.01E-05,1.68197631,0.013513855,0.292736706,,,
Julia,0.883382357,0.011959089,0.005309126,0.098535293,0.011154993,0.013302216,0.015956533,0.085093553,2.35E-07,0.05408598,0.106976886,0.089935567,0.228642858,0.217707705,0.032787232,0.069291178,0.038494645,0.495515152,0.797568715,0.318905708,0.310630762,0.113214174,0.664819228,0.296617711,19.4212933,0.011114858,0.013258553,0.015896427,0.08485018,0.097166889,0.001959651,0.029094824,0.018299464,1.04E-05,1.617792955,0.014030483,0.175311357,,,
Julia,1.258626872,0.011952596,0.005313684,0.095364059,0.011681328,0.013317589,0.015685695,0.756542658,2.36E-07,0.057323665,0.193391408,0.170557207,0.299682786,0.284018911,0.038429273,0.136973652,0.0194621,0.562529446,1.574709615,0.16345076,0.574430776,0.184650176,0.911449356,0.377393953,28.77934999,0.01165899,0.013294359,0.015654288,0.755393023,0.183558285,0.00687161,0.049189396,0.017234019,9.93E-06,1.656814699,0.01404013,0.394060476,,,
Julia,1.033418901,0.011953392,0.005307713,0.096315967,0.011893517,0.013179535,0.015883905,0.29674427,2.35E-07,0.055424949,0.161735051,0.153567469,0.36418893,0.341025202,0.018761528,0.123263561,0.02519354,0.286188312,1.418751499,0.211083933,0.500497712,0.141857693,0.802869142,0.319133263,35.72493428,0.011865727,0.013151445,0.015845047,0.296193265,0.15179543,0.005099042,0.021106082,0.012869731,1.01E-05,1.627738581,0.014203312,0.301828961,,,
Julia,1.069547916,0.01195357,0.005326671,0.094157143,0.01169892,0.01310071,0.016029229,0.379476886,2.36E-07,0.054760091,0.181524795,0.150099374,0.397611586,0.370510319,0.023428083,0.117015842,0.018334228,0.347907156,1.342125783,0.155371735,0.48530347,0.141314147,0.751365216,0.302730535,21.11688135,0.011674689,0.013075957,0.015994467,0.37885227,0.171568213,0.005599627,0.05007343,0.01680404,1.03E-05,1.618530367,0.014231966,0.176455934,,,
Julia,1.086121833,0.011953843,0.005310584,0.098172419,0.011821873,0.013123485,0.015870028,0.379235241,2.35E-07,0.057072701,0.172665305,0.145112591,0.326932652,0.311296554,0.017852525,0.113907075,0.030044002,0.27646788,1.310373013,0.248642431,0.465540496,0.132398928,0.769149625,0.312248013,21.17776899,0.011798309,0.013099624,0.015836907,0.378634552,0.163533297,0.005617765,0.058530467,0.028295108,1.03E-05,1.691039683,0.013054868,0.389394421,,,
Julia,1.065410783,0.0119539,0.005311015,0.098806768,0.011662468,0.013246769,0.015975551,0.251360095,2.36E-07,0.054807648,0.165999324,0.144524,0.417146169,0.399444859,0.030045461,0.116392618,0.029705767,0.450257469,1.338861995,0.244488927,0.487760557,0.1515489,0.836977421,0.346874955,29.95228991,0.011634539,0.013217831,0.015935493,0.2508817,0.155558344,0.004685379,0.034514,0.014592829,1.00E-05,1.593812953,0.014912545,0.286624236,,,
Julia,1.006060806,0.011957704,0.005297471,0.099981763,0.011270785,0.013540305,0.015521978,0.118255568,2.37E-07,0.054951487,0.13680919,0.099853012,0.370356326,0.351082228,0.040137002,0.078655447,0.041740304,0.602711684,0.907243239,0.342153041,0.350674566,0.13592942,0.754267794,0.337380122,21.59683037,0.011239094,0.013505575,0.015476283,0.117991295,0.126811692,0.002769361,0.054845738,0.022996963,1.02E-05,1.618776886,0.01428814,0.285892231,,,
Julia,1.028902388,0.011955083,0.005318241,0.099508301,0.011423149,0.013331461,0.016276926,0.211082644,2.37E-07,0.054709921,0.166908456,0.126784816,0.348384482,0.324239705,0.038477369,0.100415421,0.026060261,0.567840886,1.153602814,0.21279383,0.4354007,0.146534444,0.775964989,0.330410038,17.82144718,0.011396685,0.013303287,0.016237443,0.210694014,0.156732538,0.004244534,0.053618833,0.015850952,1.02E-05,1.606389697,0.014540818,0.29147221,,,
Julia,0.913490419,0.011958281,0.005287485,0.096373271,0.011252599,0.013297718,0.015310789,0.100606486,2.38E-07,0.051625746,0.13113328,0.095450348,0.39356436,0.373696571,0.03403608,0.077269018,0.024435501,0.5034184,0.892965508,0.204672386,0.342015821,0.125832093,0.642521877,0.274924655,19.099735,0.011217194,0.013259549,0.015260353,0.100354881,0.120499294,0.002371936,0.043817167,0.014554753,1.05E-05,1.543164983,0.015208481,0.345298511,,,
Julia,0.917190898,0.011955968,0.005292243,0.096804781,0.011698256,0.013110491,0.015093891,0.159615887,2.34E-07,0.054571341,0.138035941,0.116057606,0.345432213,0.319169359,0.018138364,0.089946734,0.017272404,0.27134458,1.038386247,0.142782537,0.372947712,0.114718537,0.600805365,0.241781711,22.51962878,0.011668533,0.013080104,0.015053739,0.15929358,0.128858631,0.003552514,0.046654424,0.027539109,1.06E-05,1.657696464,0.013135217,0.239681254,,,
Julia,1.168130814,0.01195341,0.005316691,0.100062868,0.0115843,0.013290283,0.015703072,0.363004544,2.36E-07,0.056338185,0.18162413,0.153299877,0.374073883,0.345602443,0.036554333,0.121433216,0.037094159,0.548564298,1.395332914,0.303257291,0.514921577,0.168623051,0.918468907,0.390020994,23.03602136,0.011559377,0.0132642,0.015667698,0.362383897,0.171297539,0.005513092,0.055355111,0.025903075,9.85E-06,1.618866044,0.014740465,0.174004401,,,
Julia,0.994819032,0.011955176,0.005306343,0.100795097,0.01167116,0.013354414,0.015769969,0.191911255,2.36E-07,0.056768444,0.145633855,0.125571643,0.299939512,0.281230467,0.027190573,0.095802852,0.037979134,0.415397669,1.103062157,0.308827166,0.402621727,0.130663918,0.764432925,0.324094796,19.88283355,0.011642856,0.013324871,0.015729927,0.19154138,0.136365005,0.00402159,0.03827887,0.020190798,1.03E-05,1.6799711,0.013249712,0.405954343,,,
Julia,0.96143167,0.0119558,0.005323232,0.098008056,0.011486022,0.013332294,0.016137492,0.117647886,2.38E-07,0.051836607,0.126974036,0.118541441,0.408733269,0.386899356,0.034745631,0.097006411,0.023143645,0.51306455,1.113482651,0.190949884,0.417230423,0.139098267,0.731731472,0.306407877,26.34709859,0.011446915,0.013290883,0.016079968,0.117329488,0.115903005,0.002726692,0.024833291,0.022629696,1.03E-05,1.523421922,0.015820591,0.397255581,,,
Julia,0.863310706,0.011959805,0.005319508,0.095160366,0.011295556,0.013591614,0.016168422,0.078399343,2.34E-07,0.050494833,0.112488156,0.085515275,0.2378518,0.210783474,0.03715887,0.070152468,0.020907602,0.545636744,0.805996545,0.176260418,0.312247033,0.117698629,0.604294873,0.26644685,36.96376407,0.011252479,0.013544326,0.016103867,0.078161663,0.101611998,0.00175974,0.030751727,0.011391113,1.04E-05,1.515894688,0.01555804,0.623150256,,,
Julia,1.035878077,0.011954479,0.005313753,0.096882002,0.011683885,0.013342582,0.015835529,0.243492347,2.37E-07,0.055179902,0.164408797,0.135192456,0.322345093,0.297412208,0.029306289,0.103780926,0.026575794,0.43743484,1.193233908,0.221887966,0.435402918,0.139813171,0.756674612,0.314244104,27.05575328,0.011657332,0.013314923,0.01579785,0.243052601,0.154565421,0.004611207,0.050860606,0.022797794,1.03E-05,1.629753785,0.014069654,0.449463235,,,
Julia,0.987633034,0.011954648,0.005302347,0.097266442,0.011556715,0.013382238,0.015526507,0.160683159,2.37E-07,0.053020194,0.145956043,0.133116936,0.265618025,0.248639897,0.038145707,0.109356747,0.022755684,0.56105432,1.260029891,0.188787799,0.467102215,0.160344859,0.809973914,0.336490831,24.91593238,0.011523097,0.013346726,0.015479219,0.160311647,0.134948141,0.003571495,0.028560992,0.020375923,1.01E-05,1.541921444,0.015722306,0.196569112,,,
Julia,1.015708312,0.011956054,0.005325539,0.100675814,0.011724353,0.013286985,0.015886692,0.187301095,2.34E-07,0.056422614,0.155785157,0.115095898,0.40791671,0.388050083,0.022339484,0.09373942,0.040884778,0.348367072,1.075568776,0.333011445,0.390188479,0.121055632,0.74406402,0.317917727,15.82128711,0.01169777,0.013259504,0.015848979,0.186963609,0.146478314,0.003934508,0.05914954,0.020630058,1.03E-05,1.673688175,0.013305539,0.253341721,,,
Julia,1.173300256,0.011952565,0.005316911,0.098463601,0.011630671,0.013299254,0.015872494,0.453349271,2.35E-07,0.056042119,0.180267092,0.17153742,0.447339672,0.433660453,0.039999094,0.136850326,0.023965759,0.588730185,1.572341326,0.196920577,0.577178941,0.185301891,0.946466589,0.393981804,20.06870031,0.011604816,0.013272286,0.015835552,0.452548401,0.169696482,0.005977154,0.026135427,0.014647364,9.74E-06,1.602560442,0.015085137,0.187754741,,,
Julia,1.089097651,0.011953062,0.005326935,0.098364342,0.011818181,0.013128399,0.015619756,0.331541117,2.35E-07,0.05606321,0.163907581,0.160282602,0.362640903,0.347312715,0.02086265,0.129786634,0.03220351,0.321123673,1.488493368,0.266361984,0.530909745,0.153637348,0.870485017,0.352515472,22.40598281,0.011790468,0.013100317,0.015581407,0.330923272,0.153800179,0.005303422,0.030296105,0.02602614,9.97E-06,1.626877156,0.014434602,0.178105913,,,
Julia,1.089622229,0.011954851,0.005313734,0.099325404,0.011563315,0.01331426,0.015658732,0.240514893,2.38E-07,0.057525283,0.162394915,0.129843674,0.392607461,0.374342525,0.033273244,0.105976486,0.039923391,0.50395882,1.218528455,0.328841207,0.451035373,0.15014315,0.845265133,0.359621704,33.21891065,0.011537839,0.013287503,0.015622611,0.240093797,0.152952412,0.004563693,0.048816068,0.017113515,1.02E-05,1.679956011,0.013489254,0.533041123,,,
Julia,1.002542161,0.011955568,0.005320839,0.099983215,0.011627786,0.013343864,0.015532861,0.166455678,2.34E-07,0.055079396,0.14596824,0.120783708,0.37712025,0.353261504,0.028947285,0.096142154,0.031618747,0.435917719,1.104018877,0.257959008,0.406047416,0.134769098,0.744001254,0.316793965,32.37609963,0.011597856,0.013312531,0.015491,0.166115161,0.136144842,0.003650766,0.042052263,0.02016699,1.02E-05,1.629553798,0.014042252,0.356794269,,,
Julia,1.053207826,0.011954964,0.005316102,0.100650402,0.011675926,0.013378105,0.015643688,0.250474139,2.35E-07,0.057080066,0.16364547,0.128247911,0.390060883,0.362962214,0.029679697,0.101177335,0.033553405,0.447808285,1.162816417,0.272562626,0.42534187,0.139858974,0.774799927,0.330748078,25.06174365,0.011651048,0.013352103,0.015608787,0.25005002,0.154425883,0.004655496,0.05216561,0.017145607,1.02E-05,1.686427605,0.013178248,0.292419744,,,
Julia,0.928308019,0.011958971,0.0053163,0.097598196,0.011191779,0.013318074,0.01566649,0.093471478,2.38E-07,0.051960148,0.12538961,0.090610856,0.296833034,0.273157726,0.033474153,0.071540763,0.031984657,0.500896119,0.822398151,0.266452867,0.319439418,0.117741959,0.643730354,0.28301362,16.61462375,0.011155135,0.013278294,0.015612786,0.093228216,0.114841921,0.002165624,0.058028598,0.029898786,1.05E-05,1.551970754,0.015084509,0.139275673,,,
Julia,1.269791374,0.011952061,0.005330309,0.097796607,0.011781508,0.013351707,0.016238422,0.722409056,2.38E-07,0.057073451,0.186357482,0.184462241,0.287477304,0.27034739,0.036975933,0.147140832,0.027792807,0.54813823,1.686372063,0.23047203,0.610367815,0.187028082,0.990898728,0.408261724,24.15691022,0.011756618,0.013325977,0.016202503,0.721196232,0.175942794,0.006751563,0.032974067,0.023188103,9.79E-06,1.623391883,0.014858668,0.195287483,,,
Julia,0.965009551,0.011955496,0.005325393,0.096958787,0.011651996,0.013344664,0.016243463,0.14615651,2.33E-07,0.053882098,0.135876067,0.121789805,0.371796408,0.357170303,0.029571182,0.099069378,0.019623469,0.436078775,1.136715171,0.162516507,0.417165951,0.132275651,0.708234907,0.294623568,21.56930433,0.011618769,0.013309949,0.016194966,0.145825248,0.125815922,0.003331669,0.038371303,0.028450866,1.02E-05,1.60202068,0.014384096,0.1873131,,,
Julia,0.8799017,0.01195839,0.005284438,0.095817838,0.011503343,0.013321993,0.015126327,0.090085982,2.33E-07,0.051663403,0.114167243,0.094759075,0.330125737,0.307042618,0.026149824,0.076056866,0.023789156,0.390699409,0.879480049,0.199893238,0.325939818,0.113837963,0.599251139,0.257034288,36.57676269,0.01146244,0.013278778,0.015070016,0.089831355,0.103809956,0.00208881,0.030788434,0.017972101,1.04E-05,1.558052583,0.014819016,0.201101339,,,
Julia,1.397598687,0.011951924,0.005325443,0.098490209,0.011925925,0.013222709,0.015957701,1.223376128,2.37E-07,0.05855567,0.185800794,0.18806191,0.357638386,0.334701767,0.022180454,0.146232105,0.038508476,0.344501786,1.677442356,0.31912426,0.592720259,0.168338776,0.960406429,0.396027077,17.59906915,0.01190269,0.013199209,0.015925148,1.221482059,0.17618452,0.007442039,0.032201207,0.017268248,9.92E-06,1.683263166,0.013726813,0.353605036,,,
DynPy,0.787612384,0.011962711,0.005282587,0.095775866,0.011489891,0.013264266,0.014900959,0.064380749,2.37E-07,0.050261174,0.092505243,0.071149093,0.269144614,0.251730709,0.017136345,0.053032686,0.023112271,0.260862339,0.613570737,0.19441289,0.22691987,0.079105707,0.441397999,0.188891264,35.62954185,0.011440118,0.013211843,0.014833381,0.064159021,0.082472875,0.001291478,0.033583321,0.019695275,1.10E-05,1.556942081,0.014366405,51.26557064,,,
DynPy,0.951262288,0.011958256,0.005303271,0.100290617,0.011175846,0.013345698,0.016012004,0.108870892,2.37E-07,0.053464654,0.134646483,0.095570929,0.306675159,0.277229078,0.03635012,0.075135324,0.035334423,0.544468036,0.865778499,0.288293466,0.33661505,0.123213812,0.68906188,0.30536958,34.66688465,0.011143124,0.013310051,0.015962919,0.108617532,0.124430194,0.002547936,0.046511951,0.013127843,1.04E-05,1.588554662,0.014608911,49.4445312,,,
DynPy,0.824210421,0.011960874,0.005268837,0.098185241,0.011489525,0.013248588,0.014470625,0.094516958,2.30E-07,0.055218516,0.115284685,0.079257229,0.200049888,0.175637568,0.018167193,0.057804155,0.029188461,0.280287139,0.670423076,0.241258037,0.247113507,0.087889851,0.496928874,0.221124878,32.4396896,0.011457196,0.013214581,0.014427994,0.094305582,0.10685442,0.002196592,0.047414113,0.015879816,1.07E-05,1.706469228,0.012066726,50.30784059,,,
DynPy,1.296666524,0.011962933,0.005329362,0.099919879,0.011705095,0.013367716,0.015447826,0.100669858,2.35E-07,0.051678913,0.11889092,0.131799085,0.306632022,0.298227655,0.029724249,0.104983582,0.025987923,0.442832402,1.203636779,0.211361955,0.439692241,0.144526202,0.793906435,0.317695132,19.24447144,0.011703672,0.013366233,0.015445859,0.100660134,0.118488037,0.052468721,0.056136062,0.015115478,1.01E-05,1.509820185,0.016146788,50.23908544,,,
DynPy,2.034843301,0.011971775,0.005334689,0.097877928,0.01178772,0.013189937,0.015893475,0.083307526,2.37E-07,0.051268945,0.075317318,0.190624075,0.442530417,0.428580977,0.029139872,0.150679554,0.034977629,0.440188605,1.725689194,0.29074208,0.620534856,0.182769601,1.111154572,0.414102007,19.01294532,0.011787387,0.013189597,0.015893004,0.083305654,0.075257796,0.141026554,0.056643556,0.029347387,8.99E-06,1.388118684,0.019538162,50.61288381,,,
DynPy,1.458720224,0.011961391,0.005321177,0.09791904,0.011562779,0.013286468,0.016303463,0.109431607,2.39E-07,0.052685344,0.11424692,0.149385715,0.396738649,0.372760388,0.036044416,0.116389161,0.032710769,0.53796235,1.336337261,0.271729501,0.494994984,0.157818522,0.911032092,0.365146095,21.99160867,0.011561524,0.013285153,0.01630161,0.109422172,0.113901226,0.063579848,0.054228388,0.024125269,9.91E-06,1.508613257,0.016523557,50.11808562,,,
DynPy,0.922107493,0.011956096,0.005305651,0.097537321,0.011581237,0.013135436,0.016133721,0.145073219,2.32E-07,0.052345677,0.141775585,0.114804555,0.380655403,0.360152179,0.021738737,0.085742947,0.018185529,0.323223819,0.98738203,0.149543752,0.361032536,0.109579479,0.597316728,0.248786511,16.25083427,0.011549665,0.01310277,0.01608767,0.14475889,0.131708933,0.003281412,0.050134497,0.027405278,1.04E-05,1.582119079,0.014348449,50.99170041,,,
DynPy,0.980896823,0.011958124,0.005297007,0.099480968,0.011199168,0.013400646,0.015597008,0.090905521,2.34E-07,0.052467158,0.120373499,0.096820858,0.36804922,0.350820481,0.040329003,0.081739776,0.038464741,0.603690892,0.942959928,0.316123006,0.365834207,0.138274123,0.758927541,0.338043347,23.27997455,0.011159028,0.013356828,0.015538482,0.090646523,0.109373613,0.002117652,0.0432163,0.026853306,1.00E-05,1.535241982,0.015703335,50.65995622,,,
DynPy,0.974192208,0.011954138,0.005313691,0.09834767,0.011616926,0.013233478,0.016188924,0.176139354,2.37E-07,0.0543755,0.137160291,0.140866282,0.309335656,0.288186857,0.030795316,0.112025294,0.021172667,0.454662934,1.288031088,0.173709205,0.472005356,0.146352325,0.782837485,0.318745697,13.99968513,0.011583343,0.013198579,0.016139926,0.175734649,0.126875641,0.003802566,0.021356417,0.028515873,1.02E-05,1.596512611,0.01468926,51.17479062,,,
DynPy,0.833581636,0.011959252,0.00528406,0.094912208,0.011607601,0.013152586,0.014864214,0.109029455,2.36E-07,0.054739937,0.124376109,0.08851952,0.285908373,0.261847589,0.017087995,0.069681059,0.02033643,0.258693466,0.805843878,0.17177741,0.292657753,0.095245357,0.513227981,0.210457673,25.9006686,0.011576649,0.013120593,0.014822716,0.108798395,0.11572522,0.002585231,0.045312382,0.013550944,1.10E-05,1.688427714,0.012387903,50.89763927,,,
DynPy,1.440951402,0.01196257,0.005314568,0.098894552,0.011584385,0.013235944,0.015627814,0.103932131,2.37E-07,0.053174687,0.108552826,0.143871475,0.320145655,0.311311013,0.033543173,0.118644521,0.035837777,0.504586368,1.363908732,0.295647487,0.502101297,0.162270824,0.92529132,0.372779393,18.48601655,0.011583255,0.013234766,0.015626218,0.103924079,0.108257615,0.06502451,0.050867378,0.019539548,9.82E-06,1.520695164,0.016346626,50.48872614,,,
DynPy,0.909716451,0.011961456,0.005301198,0.100232275,0.011045017,0.013390001,0.016072479,0.079419936,2.33E-07,0.0546754,0.109393505,0.076534413,0.329508687,0.305881879,0.031884655,0.058320942,0.041402072,0.485182252,0.672413975,0.338551679,0.266096176,0.101418104,0.620048766,0.285093812,31.45071096,0.011008256,0.013349344,0.016016473,0.079209825,0.100051796,0.001800049,0.044885923,0.01805107,1.05E-05,1.650223596,0.013432077,51.07006788,,,
DynPy,1.012485114,0.011955653,0.005309237,0.099157229,0.011407928,0.013348371,0.016050449,0.15897836,2.35E-07,0.053892147,0.149885345,0.119837816,0.396575287,0.373791807,0.03779614,0.095544078,0.024744643,0.557523533,1.099519107,0.20236401,0.415304308,0.142801241,0.747051263,0.319766261,16.10363404,0.011377817,0.013316231,0.016006094,0.158644866,0.139558924,0.003534796,0.053800886,0.027784784,1.02E-05,1.588212673,0.014751278,51.14233375,,,
DynPy,0.855488161,0.011962865,0.005285506,0.099960723,0.011053009,0.013469686,0.01533147,0.060782808,2.33E-07,0.052009075,0.088212657,0.070670368,0.240745664,0.222161041,0.034169725,0.058930146,0.0345563,0.51253673,0.681477246,0.28246136,0.269445635,0.109115807,0.601651741,0.275412217,30.83892064,0.011001058,0.013411923,0.01525603,0.060555658,0.077924007,0.001183534,0.0302009,0.020544362,1.04E-05,1.566146743,0.014662578,51.20938802,,,
DynPy,1.492401494,0.011961796,0.005315686,0.098739652,0.01149047,0.013278282,0.015980601,0.091198725,2.35E-07,0.053496743,0.098528347,0.144479953,0.414343136,0.395776066,0.040108076,0.119534577,0.035481376,0.597567193,1.373873537,0.292975835,0.512845076,0.169353341,0.952514258,0.392574586,17.49167529,0.011489416,0.01327717,0.015979065,0.091192076,0.098276116,0.067474223,0.049265019,0.026272462,9.68E-06,1.521566425,0.016466164,50.84287977,,,
DynPy,1.34243619,0.011964716,0.005324181,0.098891586,0.011820573,0.013248845,0.01555961,0.101513073,2.38E-07,0.052022497,0.10863064,0.149989539,0.338035177,0.315346488,0.023748072,0.119274908,0.03075611,0.360730459,1.368669407,0.253202105,0.490245178,0.148584075,0.860396085,0.334299539,24.51332066,0.011819102,0.013247341,0.015557582,0.10150304,0.108254009,0.05888734,0.030013074,0.010984654,1.00E-05,1.502592534,0.016494222,50.97170448,,,
DynPy,1.040100876,0.01195436,0.005331452,0.099100145,0.011644416,0.013431235,0.015776767,0.175702791,2.37E-07,0.054803209,0.145853188,0.137354986,0.347986598,0.327279503,0.03649656,0.112474424,0.037024175,0.547675796,1.288988425,0.305129503,0.476003334,0.159631032,0.881977866,0.373484213,22.61579749,0.011611421,0.013396517,0.015729962,0.175307097,0.135118133,0.003780916,0.025285047,0.020721321,9.91E-06,1.57858138,0.015317461,51.29552245,,,
DynPy,0.843239234,0.011962383,0.005272537,0.099918395,0.01117016,0.01299707,0.015903037,0.0903709,2.36E-07,0.056541384,0.1145714,0.072179947,0.203497975,0.178953954,0.019405085,0.055232792,0.033897619,0.300944569,0.640247105,0.27728562,0.243813445,0.080824883,0.51261021,0.225764843,34.30525052,0.0111402,0.012965269,0.015858377,0.090178255,0.106558744,0.002096025,0.054548682,0.016388118,1.10E-05,1.745785303,0.011462489,51.00645375,,,
DynPy,2.31664397,0.011949628,0.005316134,0.098614411,0.011850198,0.013168497,0.015868619,4.676513004,2.35E-07,0.07784885,0.103753385,0.157355737,0.39613044,0.370550867,0.020230545,0.124353863,0.029199692,0.310036152,1.429041079,0.240698197,0.507482277,0.14544318,0.651480216,0.334422122,15.74674618,0.011837898,0.01315603,0.015851372,4.67265643,0.10082429,0.011305737,0.042736082,0.014669433,1.19E-05,2.537561252,-0.001805507,50.79540968,,,
DynPy,0.89778351,0.011961521,0.005273589,0.098637904,0.010992969,0.013489092,0.015673143,0.068485946,2.38E-07,0.052238186,0.100260683,0.076458958,0.361941033,0.339743861,0.040258473,0.065063871,0.033365354,0.598980283,0.754013049,0.275849907,0.300436168,0.121848666,0.651021669,0.292024802,20.85690625,0.01094722,0.013437875,0.015604856,0.068259353,0.089771285,0.001443782,0.033703736,0.017604825,1.05E-05,1.558628373,0.014993595,51.15647507,,,
DynPy,1.441217799,0.011963119,0.005310491,0.099411514,0.011843577,0.013170555,0.015841872,0.142898106,2.35E-07,0.052189328,0.110208709,0.176800041,0.416264441,0.38881507,0.02287689,0.136177174,0.027263593,0.345721921,1.566473134,0.222766331,0.556286668,0.160188368,0.932856089,0.357020876,28.63212037,0.011841938,0.013168892,0.015839576,0.142882395,0.109783791,0.06497414,0.021062081,0.020580114,9.58E-06,1.477296535,0.017221044,50.6264863,,,
DynPy,0.889298418,0.01195788,0.005292746,0.098472896,0.011625269,0.013218747,0.015779243,0.0919915,2.34E-07,0.053444008,0.105793108,0.098676728,0.377851515,0.366763889,0.020535599,0.079806779,0.029438923,0.314520436,0.921381344,0.242922283,0.335398801,0.105421818,0.620073233,0.261517107,27.16408848,0.011583139,0.013175044,0.015719374,0.091726492,0.096027711,0.002134949,0.025814168,0.024616262,1.05E-05,1.612078986,0.013969623,51.29595375,,,
DynPy,0.918744199,0.011957214,0.005297515,0.100514184,0.01142617,0.013316034,0.015396061,0.11199383,2.37E-07,0.053337248,0.130119688,0.104091569,0.273951278,0.262619903,0.031031913,0.084171311,0.034997529,0.46797332,0.970877663,0.284973932,0.364468496,0.127983629,0.713011995,0.306129656,16.10868978,0.011390931,0.013278569,0.015346347,0.111719294,0.119760745,0.002637746,0.035206868,0.014879111,1.03E-05,1.579481605,0.014796681,51.23902726,,,
DynPy,0.897695226,0.011958907,0.005287293,0.097409119,0.011289359,0.01357714,0.016145126,0.090259049,2.38E-07,0.05229799,0.11753716,0.091097487,0.252527421,0.234098117,0.037166074,0.070900975,0.024720017,0.548594043,0.819438093,0.205293475,0.315736157,0.118934971,0.623309718,0.27341564,33.50235294,0.011250756,0.013534786,0.016087327,0.09001372,0.107248435,0.002086595,0.037883161,0.017956442,1.06E-05,1.569860322,0.01472509,51.35256743,,,
DynPy,1.967864165,0.011988696,0.005330466,0.099998944,0.011932818,0.013084111,0.015795191,0.366898378,2.37E-07,0.059565054,0.080968245,0.190812946,0.274281426,0.26475148,0.015802884,0.147411538,0.031163355,0.247373358,1.689550381,0.254082332,0.593683441,0.161011392,1.013872874,0.363782756,13.32510914,0.011932389,0.013083681,0.015794596,0.366887882,0.080886797,0.131799569,0.055399715,0.027471695,7.89E-06,1.46447316,0.020293247,50.5617559,,,
DynPy,0.805263461,0.011960623,0.005296113,0.094544964,0.011291858,0.012984265,0.01587493,0.068215667,2.33E-07,0.05062667,0.089533937,0.081069388,0.337092624,0.313616453,0.019733709,0.063192024,0.017747399,0.294697879,0.729217098,0.14975934,0.274420859,0.087579372,0.477464622,0.202509805,36.68987111,0.011240848,0.01293075,0.015799853,0.067970662,0.079453144,0.001411915,0.022371224,0.021237313,1.08E-05,1.559165953,0.014424692,51.46072078,,,
